['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepallength', 'sepalwidth', 'petallength', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
MAKE TREE: 
train data on this node: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
 
FIND MOST INFORMATIVE FEATURE: 
 

CALC INFO GAIN: 
Feature Name:sepallength
Train Data: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['4-5', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
Label: class
Class List: 
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']
Feature Value List
['6-7', '5-6', '>7', '4-5']
Train Data que contém 6-7:
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '1-2', 'Iris-virginica']
['6-7', '>2', '2-3', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
19
[['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor'], ['6-7', '>2', '1-2', 'Iris-versicolor']]

 Count de entradas com label Iris-virginica: 
29
[['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '1-2', 'Iris-virginica'], ['6-7', '>2', '2-3', 'Iris-virginica']]
Feature value:  6-7
Feature info gain:  0.5534062907200926
Train Data que contém 5-6:
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '2-3', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
['5-6', '>2', '1-2', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
15
[['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor'], ['5-6', '>2', '1-2', 'Iris-versicolor']]

 Count de entradas com label Iris-virginica: 
8
[['5-6', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '2-3', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica'], ['5-6', '>2', '1-2', 'Iris-virginica']]
Feature value:  5-6
Feature info gain:  0.8086273151865631
Train Data que contém >7:
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '1-2', 'Iris-virginica']
['>7', '>2', '2-3', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
0
[]

 Count de entradas com label Iris-virginica: 
12
[['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '1-2', 'Iris-virginica'], ['>7', '>2', '2-3', 'Iris-virginica']]
Feature value:  >7
Feature info gain:  0.8086273151865631
Train Data que contém 4-5:
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['4-5', '>2', '1-2', 'Iris-virginica']
None

CALCULATE ENTROPY OF ATRIBUTE: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['4-5', '>2', '1-2', 'Iris-virginica']
class
['Iris-setosa', 'Iris-versicolor', 'Iris-virginica']

 Count de entradas com label Iris-setosa: 
0
[]

 Count de entradas com label Iris-versicolor: 
0
[]

 Count de entradas com label Iris-virginica: 
1
[['4-5', '>2', '1-2', 'Iris-virginica']]
Feature value:  4-5
Feature info gain:  0.8086273151865631

CALCULATE TOTAL ENTROPY: 
 
Iris-setosa
Total Class Count: 0
Total Class Entropy: 0
Iris-versicolor
Total Class Count: 34
Total Class Entropy: 0.5281554258567418
Iris-virginica
Total Class Count: 50
Total Class Entropy: 0.4455126386928783
Total Entropy: 
0.9736680645496201
VALOR DE sepallength: 
0.16504074936305702

CALC INFO GAIN: 
Feature Name:sepalwidth
Train Data: 
['sepallength', 'sepalwidth', 'petalwidth', 'class']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['6-7', '>2', '1-2', 'Iris-versicolor']
['5-6', '>2', '1-2', 'Iris-versicolor']
